__quarterly__,GDPC1,,__monthly__,CPILEGSL,TB3MS,GS10,,__eof__
,,,2021M06,276.889,0.04,1.52,,__eof__
,,,2021M07,277.899,0.05,1.32,,__eof__
,,,2021M08,278.496,0.05,1.28,,__eof__
,,,2021M09,279.472,0.04,1.37,,__eof__
,,,2021M10,281.269,0.05,1.58,,__eof__
,,,2021M11,282.838,0.05,1.56,,__eof__
,,,2021M12,284.395,0.06,1.47,,__eof__
,,,2022M01,286.176,0.15,1.76,,__eof__
,,,2022M02,287.835,0.33,1.93,,__eof__
,,,2022M03,289.046,0.44,2.13,,__eof__
,,,2022M04,290.818,0.76,2.75,,__eof__
,,,2022M05,292.884,0.98,2.9,,__eof__
,,,2022M06,295.075,1.49,3.14,,__eof__
,,,2022M07,296.341,2.23,2.9,,__eof__
,,,2022M08,298.121,2.63,2.9,,__eof__
,,,2022M09,299.93,3.13,3.52,,__eof__
,,,2022M10,300.892,3.72,3.98,,__eof__
,,,2022M11,NaN,4.15,3.89,,__eof__
