"Variables ->","obs_l_gdp","obs_dl_cpi","obs_rs","obs_dl_cpi_targ","obs_rrs_ex"
"Comments ->","Real Gross Domestic Product","Consumer Price Index for All Urban Consumers: All Items Less Energy in U.S. City Average","3-Month Treasury Bill Secondary Market Rate","",""
"Class[Size] ->","Series[353-by-1]","Series[353-by-1]","Series[353-by-1]","Series[353-by-1]","Series[353-by-1]"
"2007Q1",9.64723670e+02,2.73813402e+00,4.98333333e+00,2.25000000e+00,2.16519932e+00
"2007Q2",9.65360075e+02,2.32134935e+00,4.73666667e+00,2.25000000e+00,2.66198399e+00
"2007Q3",9.65960576e+02,2.44802166e+00,4.30333333e+00,2.25000000e+00,2.28864500e+00
"2007Q4",9.66568369e+02,3.05268995e+00,3.39000000e+00,2.25000000e+00,1.25064338e+00
"2008Q1",9.66160107e+02,2.95934472e+00,2.04333333e+00,2.25000000e+00,4.30655278e-01
"2008Q2",9.66730771e+02,2.45677595e+00,1.62666667e+00,2.25000000e+00,-4.13442614e-01
"2008Q3",9.66202485e+02,3.45140527e+00,1.49333333e+00,2.25000000e+00,-1.82473860e+00
"2008Q4",9.63995206e+02,1.50598455e+00,2.96666667e-01,2.25000000e+00,-1.26512119e-02
"2009Q1",9.62822635e+02,1.40036565e+00,2.13333333e-01,2.25000000e+00,-1.10369899e+00
"2009Q2",9.62653254e+02,1.43887690e+00,1.73333333e-01,2.25000000e+00,-1.22554357e+00
"2009Q3",9.63014530e+02,8.34622788e-01,1.56666667e-01,2.25000000e+00,-6.61289455e-01
"2009Q4",9.64076830e+02,1.81099868e+00,5.66666667e-02,2.25000000e+00,-1.65433202e+00
"2010Q1",9.64575637e+02,3.41684547e-01,1.06666667e-01,2.25000000e+00,-2.85017880e-01
"2010Q2",9.65538690e+02,5.89826213e-01,1.46666667e-01,2.25000000e+00,-4.83159546e-01
"2010Q3",9.66308860e+02,9.22698712e-01,1.56666667e-01,2.25000000e+00,-7.76032045e-01
"2010Q4",9.66827110e+02,1.23037751e+00,1.36666667e-01,2.25000000e+00,-1.07371085e+00
"2011Q1",9.66585904e+02,2.37160543e+00,1.26666667e-01,2.25000000e+00,-2.23493877e+00
"2011Q2",9.67261666e+02,2.42430775e+00,4.66666667e-02,2.25000000e+00,-2.29764108e+00
"2011Q3",9.67222891e+02,3.04827090e+00,2.33333333e-02,2.25000000e+00,-3.00160423e+00
"2011Q4",9.68338325e+02,2.22640603e+00,1.33333333e-02,2.25000000e+00,-2.20307270e+00
"2012Q1",9.69152921e+02,2.07032551e+00,6.66666667e-02,2.25000000e+00,-2.05699217e+00
"2012Q2",9.69607745e+02,1.92241205e+00,8.66666667e-02,2.25000000e+00,-1.85574538e+00
"2012Q3",9.69782476e+02,1.74877431e+00,1.03333333e-01,2.25000000e+00,-1.66210765e+00
"2012Q4",9.69892253e+02,1.85935318e+00,8.66666667e-02,2.25000000e+00,-1.75601985e+00
"2013Q1",9.70756299e+02,1.91902605e+00,8.66666667e-02,2.25000000e+00,-1.83235939e+00
"2013Q2",9.70895587e+02,9.32319207e-01,5.00000000e-02,2.25000000e+00,-8.45652540e-01
"2013Q3",9.71684124e+02,1.97890471e+00,3.33333333e-02,2.25000000e+00,-1.92890471e+00
"2013Q4",9.72392778e+02,1.64655714e+00,6.33333333e-02,2.25000000e+00,-1.61322381e+00
"2014Q1",9.72042054e+02,1.69177241e+00,4.66666667e-02,2.25000000e+00,-1.62843907e+00
"2014Q2",9.73318008e+02,2.42243769e+00,3.33333333e-02,2.25000000e+00,-2.37577102e+00
"2014Q3",9.74476236e+02,1.83826478e+00,2.66666667e-02,2.25000000e+00,-1.80493145e+00
"2014Q4",9.74924224e+02,1.76254111e+00,2.33333333e-02,2.25000000e+00,-1.73587444e+00
"2015Q1",9.75734248e+02,1.36742586e+00,2.66666667e-02,2.25000000e+00,-1.34409252e+00
"2015Q2",9.76312574e+02,2.07551066e+00,2.00000000e-02,2.25000000e+00,-2.04884399e+00
"2015Q3",9.76635425e+02,2.02638218e+00,4.00000000e-02,2.25000000e+00,-2.00638218e+00
"2015Q4",9.76781553e+02,1.95992142e+00,1.23333333e-01,2.25000000e+00,-1.91992142e+00
"2016Q1",9.77369004e+02,1.72856830e+00,2.86666667e-01,2.25000000e+00,-1.60523497e+00
"2016Q2",9.77670936e+02,2.13673694e+00,2.56666667e-01,2.25000000e+00,-1.85007027e+00
"2016Q3",9.78270252e+02,1.72382887e+00,2.96666667e-01,2.25000000e+00,-1.46716220e+00
"2016Q4",9.78765911e+02,1.58342185e+00,4.30000000e-01,2.25000000e+00,-1.28675518e+00
"2017Q1",9.79236731e+02,1.97557426e+00,5.90000000e-01,2.25000000e+00,-1.54557426e+00
"2017Q2",9.79794935e+02,1.16194398e+00,8.90000000e-01,2.25000000e+00,-5.71943980e-01
"2017Q3",9.80511512e+02,1.48959146e+00,1.03666667e+00,2.25000000e+00,-5.99591460e-01
"2017Q4",9.81447517e+02,2.15020732e+00,1.20666667e+00,2.25000000e+00,-1.11354065e+00
"2018Q1",9.82207477e+02,2.50313807e+00,1.56000000e+00,2.25000000e+00,-1.29647140e+00
"2018Q2",9.83037930e+02,2.15564063e+00,1.84000000e+00,2.25000000e+00,-5.95640630e-01
"2018Q3",9.83518724e+02,1.61173694e+00,2.04000000e+00,2.25000000e+00,2.28263058e-01
"2018Q4",9.83741618e+02,1.95624232e+00,2.31666667e+00,2.25000000e+00,8.37576775e-02
"2019Q1",9.84337628e+02,2.45131094e+00,2.38666667e+00,2.25000000e+00,-1.34644274e-01
"2019Q2",9.85127426e+02,2.09069257e+00,2.30000000e+00,2.25000000e+00,2.95974098e-01
"2019Q3",9.85810586e+02,2.29929894e+00,1.98000000e+00,2.25000000e+00,7.01055325e-04
"2019Q4",9.86278586e+02,2.03862368e+00,1.57666667e+00,2.25000000e+00,-5.86236839e-02
"2020Q1",9.84966432e+02,2.25647955e+00,1.11000000e+00,2.25000000e+00,-6.79812885e-01
"2020Q2",9.75604296e+02,1.52223922e-01,1.43333333e-01,2.25000000e+00,9.57776078e-01
"2020Q3",9.82880571e+02,3.51811856e+00,1.13333333e-01,2.25000000e+00,-3.37478522e+00
"2020Q4",9.83989674e+02,1.79783621e+00,9.33333333e-02,2.25000000e+00,-1.68450288e+00
"2021Q1",9.85511919e+02,1.54595348e+00,5.00000000e-02,2.25000000e+00,-1.45262015e+00
"2021Q2",9.87139350e+02,6.99078995e+00,2.66666667e-02,NaN,-6.94078995e+00
"2021Q3",9.87708675e+02,5.52109741e+00,4.66666667e-02,NaN,-5.49443075e+00
"2021Q4",9.89375484e+02,6.00117290e+00,5.33333333e-02,NaN,-5.95450623e+00
"2022Q1",9.89019434e+02,6.80331832e+00,3.06666667e-01,NaN,-6.74998499e+00
